Index,Sample,Component,Expected,Obtained,AbsError,RelError
40,20,Real,-3.558694828,-3.558694363,4.653971772e-07,1.3077749e-07
41,20,Imag,2.946993999,2.946994066,6.751809112e-08,2.291083428e-08
42,21,Real,-2.879987019,-2.879986048,9.716923799e-07,3.373947081e-07
43,21,Imag,0.003961993971,0.003960967064,1.026907495e-06,0.0002591895654
44,22,Real,5.809854494,5.809855461,9.674533139e-07,1.665193707e-07
45,22,Imag,1.502202913,1.502202988,7.441746508e-08,4.953889013e-08
46,23,Real,0.5049058587,0.5049059391,8.044553801e-08,1.593277967e-07
47,23,Imag,3.285773573,3.285773039,5.339483011e-07,1.625030725e-07
48,24,Real,7.910881905,7.910881996,9.129588641e-08,1.154054472e-08
49,24,Imag,-2.727416854,-2.727416992,1.378948951e-07,5.055878966e-08
50,25,Real,3.026117506,3.026117325,1.815431174e-07,5.99920912e-08
51,25,Imag,-6.291667109,-6.291666508,6.012549232e-07,9.556368968e-08
52,26,Real,-2.279008214,-2.27900815,6.389075535e-08,2.803445594e-08
53,26,Imag,6.752323838,6.752323151,6.877880274e-07,1.018594552e-07
54,27,Real,2.801189195,2.801189423,2.279471736e-07,8.137514382e-08
55,27,Imag,1.976334692,1.976334333,3.59042641e-07,1.816709702e-07
56,28,Real,-3.104865283,-3.104865074,2.087026467e-07,6.721793949e-08
57,28,Imag,2.658877626,2.658877134,4.913709746e-07,1.848039074e-07
58,29,Real,1.081116668,1.081117034,3.658488184e-07,3.383990176e-07
59,29,Imag,-2.479831915,-2.479831457,4.583027655e-07,1.848120281e-07
60,30,Real,5.300104048,5.300103188,8.609221487e-07,1.624349524e-07
61,30,Imag,1.015234186,1.015233994,1.92338552e-07,1.894523989e-07
62,31,Real,-9.777219446,-9.777218819,6.275379718e-07,6.418368487e-08
63,31,Imag,0.4738770965,0.4738778472,7.507348738e-07,1.584239625e-06
64,32,Real,-0.5768960714,-0.5768963099,2.384185791e-07,4.132782158e-07
65,32,Imag,8.327085435,8.327085495,5.960464478e-08,7.15792401e-09
66,33,Real,-1.062559722,-1.062559843,1.207524511e-07,1.13642978e-07
67,33,Imag,-1.250387875,-1.250388622,7.47108337e-07,5.975012649e-07
68,34,Real,-6.141979621,-6.141979218,4.032121188e-07,6.564856019e-08
69,34,Imag,7.13917195,7.1391716,3.499594854e-07,4.90196185e-08
70,35,Real,-8.375982492,-8.375983238,7.466747842e-07,8.914474033e-08
71,35,Imag,-1.929107961,-1.929108739,7.782821296e-07,4.034414587e-07
72,36,Real,-1.679859374,-1.679859281,9.366385312e-08,5.57569607e-08
73,36,Imag,-8.758421413,-8.758420944,4.690949034e-07,5.35592981e-08
74,37,Real,1.63132599,1.631325245,7.44606786e-07,4.564426674e-07
75,37,Imag,-4.012263275,-4.012262821,4.537412472e-07,1.130886027e-07
76,38,Real,5.118833647,5.118834972,1.325555781e-06,2.589566046e-07
77,38,Imag,-0.9587953821,-0.9587954879,1.057570578e-07,1.103020099e-07
78,39,Real,-6.421005682,-6.421005249,4.330817047e-07,6.74476439e-08
79,39,Imag,11.59191417,11.59191322,9.433577706e-07,8.138067251e-08
80,40,Real,8.239402761,8.239401817,9.437117736e-07,1.145364295e-07
81,40,Imag,-4.243317051,-4.24331665,4.010634171e-07,9.451648611e-08
82,41,Real,-3.84249083,-3.842490673,1.569568866e-07,4.084769321e-08
83,41,Imag,-0.299923344,-0.2999232411,1.028178427e-07,3.428137381e-07
84,42,Real,-1.14164973,-1.141649365,3.650520495e-07,3.197583635e-07
85,42,Imag,-4.947280104,-4.947280407,3.034110065e-07,6.132885145e-08
86,43,Real,-9.134162973,-9.134162903,7.06048251e-08,7.729753159e-09
87,43,Imag,3.253844252,3.253844738,4.856418432e-07,1.492517175e-07
88,44,Real,-7.560233053,-7.560232639,4.139224909e-07,5.474996446e-08
89,44,Imag,6.390191873,6.390192509,6.361832643e-07,9.955620692e-08
90,45,Real,-1.813691351,-1.813690901,4.502052158e-07,2.482259264e-07
91,45,Imag,7.196034163,7.196033955,2.081654573e-07,2.892780282e-08
92,46,Real,1.857357339,1.857357025,3.141496832e-07,1.691379879e-07
93,46,Imag,4.981412787,4.981412411,3.760407647e-07,7.548877815e-08
94,47,Real,0.02872652697,0.02872598171,5.452622558e-07,1.898114089e-05
95,47,Imag,-1.772675937,-1.772675633,3.037750034e-07,1.713652208e-07
96,48,Real,-1.573935449,-1.57393539,5.960464478e-08,3.786981531e-08
97,48,Imag,1.363678694,1.363678694,0,0
98,49,Real,6.786724091,6.786724567,4.768915556e-07,7.02682987e-08
99,49,Imag,3.196165779,3.196166277,4.980105643e-07,1.55814998e-07
100,50,Real,-4.879114582,-4.879114628,4.606972759e-08,9.442231129e-09
101,50,Imag,-1.03751856,-1.037517667,8.930830027e-07,8.607874955e-07
102,51,Real,0.6710137339,0.6710143089,5.749832059e-07,8.568873882e-07
103,51,Imag,-9.442369898,-9.442369461,4.367422868e-07,4.625346089e-08
104,52,Real,2.261830285,2.26183033,4.534533149e-08,2.004806983e-08
105,52,Imag,0.7715308362,0.7715303302,5.060410486e-07,6.558921884e-07
106,53,Real,3.056628038,3.056627989,4.939154419e-08,1.615883371e-08
107,53,Imag,4.642740368,4.642741203,8.353777261e-07,1.799320358e-07
108,54,Real,6.818646785,6.818647385,5.998120702e-07,8.796643809e-08
109,54,Imag,-3.527635049,-3.527635098,4.808349718e-08,1.363051918e-08
110,55,Real,-2.002961842,-2.002961874,3.221169553e-08,1.608203155e-08
111,55,Imag,0.0608753352,0.06087529659,3.860932685e-08,6.34235963e-07
112,56,Real,8.236474486,8.236475945,1.458424878e-06,1.770690701e-07
113,56,Imag,3.283469658,3.2834692,4.581515527e-07,1.395327505e-07
114,57,Real,-3.017955041,-3.017955303,2.62510333e-07,8.69828508e-08
115,57,Imag,3.063021903,3.063022375,4.725576765e-07,1.542782558e-07
116,58,Real,-2.095473695,-2.095473528,1.671997367e-07,7.979090223e-08
117,58,Imag,0.8650464978,0.8650462627,2.350262724e-07,2.716920686e-07
118,59,Real,-5.038870482,-5.038871765,1.283632992e-06,2.547461771e-07
119,59,Imag,-1.637468934,-1.637468576,3.571561482e-07,2.181147629e-07
120,60,Real,-4.683376164,-4.683375359,8.051289697e-07,1.719120868e-07
121,60,Imag,0.7283240498,0.7283245325,4.827242766e-07,6.627877752e-07
122,61,Real,3.07546562,3.075466156,5.362103619e-07,1.743509531e-07
123,61,Imag,2.859386017,2.859386206,1.884286069e-07,6.58982753e-08
124,62,Real,-5.989872441,-5.989871979,4.626559456e-07,7.723969919e-08
125,62,Imag,0.4982162583,0.498216033,2.253424087e-07,4.522983844e-07
126,63,Real,3.933977114,3.933978558,1.443153562e-06,3.668434054e-07
127,63,Imag,-1.322909824,-1.322910428,6.03547607e-07,4.562273224e-07
